ValuePath,MemoryAddress,MemorySize,FileAddress,FileSize,PrimitiveTypeName,PrimitiveTypeLength,PrimitiveTypeBits,Range,DefaultValue
fm.usrX.FLT.FILTER SUSTAIN,67108936,2,739,2,int,2,4,"0,255",0
fm.usrX.FLT.FILTER RELEASE,67108938,2,741,2,int,2,4,"0,255",0
fm.usrX.FLT.FILTER KEY FOLLOW,67108940,2,743,2,int,2,4,"0,255",128
fm.usrX.AMP.AMP ATTACK,67108942,2,745,2,int,2,4,"0,255",0
fm.usrX.AMP.AMP DECAY,67108944,2,747,2,int,2,4,"0,255",0
fm.usrX.AMP.AMP SUSTAIN,67108946,2,749,2,int,2,4,"0,255",255
fm.usrX.AMP.AMP RELEASE,67108948,2,751,2,int,2,4,"0,255",0
fm.usrX.AMP.AMP TONE,67108950,2,753,2,int,2,4,"0,255",128
fm.usrX.EFX.EFX CRUSHER,67108952,2,755,2,int,2,4,"0,255",0
fm.usrX.EFX.EFX REVERB LEVEL,67108954,2,757,2,int,2,4,"0,255",0
fm.usrX.EFX.EFX DELAY LEVEL,67108956,2,759,2,int,2,4,"0,255",0
fm.usrX.EFX.EFX DELAY TIME,67108958,2,761,2,int,2,4,"0,255",0
fm.usrX.CTRL.PORTA TIME,67108960,2,763,2,int,2,4,"0,255",0
fm.usrX.CTRL.PORTA MODE,67108962,2,765,2,int,2,4,"0,1",0
fm.usrX.CTRL.MONO SW,67108964,2,767,2,int,2,4,"0,2",0
fm.usrX.CTRL.BEND RANGE,67108966,2,769,2,int,2,4,"0,23",1
fm.usrX.CTRL.MOD ASIGN,67108968,2,771,2,int,2,4,"0,127",0
fm.usrX.CTRL.TEMPO SYNC,67108970,2,773,2,int,2,4,"0,1",0
fm.usrX.EXTEND.MOD ID 1,67108972,2,775,2,int,2,4,"0,255",0
fm.usrX.EXTEND.MOD ID 2,67108974,2,777,2,int,2,4,"0,255",0
fm.usrX.EXTEND.MOD ID 3,67108976,2,779,2,int,2,4,"0,255",0
fm.usrX.EXTEND.MOD PRM 1,67108978,2,781,2,int,2,4,"0,255",0
fm.usrX.EXTEND.MOD PRM 2,67108980,2,783,2,int,2,4,"0,255",0
fm.usrX.EXTEND.MOD PRM 3,67108982,2,785,2,int,2,4,"0,255",0
fm.usrX.EXTEND.PATCH LEVEL,67108984,2,787,2,int,2,4,"0,255",128
fm.usrX.EXTEND.PATCH LEVEL SW,67108986,2,789,2,int,2,4,"0,1",1
fm.usrX.EXTEND.OSC1 EXTEND,67108988,2,791,2,int,2,4,"0,1",0
fm.usrX.EXTEND.OSC2 EXTEND,67108990,2,793,2,int,2,4,"0,1",0
fm.usrX.NAME0.name,67108992,4,795,4,int,4,4,,
fm.usrX.NAME0.name,67108996,4,799,4,int,4,4,,
fm.usrX.NAME0.name,67109000,4,803,4,int,4,4,,
fm.usrX.NAME0.name,67109004,4,807,4,int,4,4,,
fm.usrX.NAME0.name,67109008,4,811,4,int,4,4,,
fm.usrX.NAME0.name,67109012,4,815,4,int,4,4,,
fm.usrX.NAME0.name,67109016,4,819,4,int,4,4,,
fm.usrX.NAME0.name,67109020,4,823,4,int,4,4,,
fm.usrX.NAME0.name,67108992,32,795,32,string,2,4,,----------------
fm.usrX.NAME1.INPUT JACK USING (SYSTEM1m),67109120,8,923,8,int,8,4,"0,65535",0
fm.usrX.NAME1.ARPEGGIO,67109128,8,931,8,int,8,4,"0,1",0
fm.usrX.NAME1.ARP TYPE,67109136,8,939,8,int,8,4,"0,5",0
fm.usrX.NAME1.ARP STEP,67109144,8,947,8,int,8,4,"0,5",0
fm.usrX.NAME1.SCATTER TYPE,67109152,8,955,8,int,8,4,"0,9",0
fm.usrX.NAME1.SCATTER DEPTH,67109160,8,963,8,int,8,4,"-5,5",0
fm.usrX.NAME1.OCTAVE,67109168,8,971,8,int,8,4,"-3,3",0
fm.usrX.NAME1.KEY HOLD,67109176,8,979,8,int,8,4,"0,1",0
fm.usrX.NAME1.EXTEND PRM01 for PLUGOUT,67109184,8,987,8,int,8,4,"0,2147483647",0
